sentence #,word,pos,tag,word_idx,tag_idx
21,republik,NOUN,O,5667,4
21,ini?,PUNCT,O,4654,4
21,sambung,NOUN,O,5796,4
21,dia,PRON,O,5416,4
21,.,PUNCT,O,3266,4
22,Dia,PRON,O,8294,4
22,mencontohkan,VERB,O,6090,4
22,ketua,NOUN,O,7059,4
22,umum,ADJ,O,136,4
22,partai,NOUN,O,839,4
22,politik,NOUN,O,7107,4
22,lain,ADJ,O,2704,4
22,yang,PRON,O,4477,4
22,kerap,ADV,O,6551,4
22,diserang,VERB,O,2184,4
22,oleh,ADP,O,3928,4
22,media,NOUN,O,6498,4
22,massa,NOUN,O,2008,4
22,.,PUNCT,O,3266,4
23,Satu,DET,O,8197,4
23,tahun,NOUN,O,6565,4
23,masa,NOUN,O,1518,4
23,jabatan,NOUN,O,6623,4
23,",",PUNCT,O,3948,4
23,persoalan,NOUN,O,5163,4
23,ibukota,NOUN,O,6876,4
23,seperti,ADP,O,637,4
23,kemacetan,NOUN,O,1307,4
23,",",PUNCT,O,3948,4
23,banjir,NOUN,O,587,4
23,dan,CCONJ,O,418,4
23,lain,ADJ,O,2704,4
23,sebagainya,NOUN,O,6559,4
23,tidak,PART,O,6969,4
23,ada,VERB,O,8499,4
23,satu,DET,O,431,4
23,pun,PART,O,1853,4
23,yang,PRON,O,4477,4
23,dituntaskan,VERB,O,2046,4
23,.,PUNCT,O,3266,4
24,Menurut,ADP,O,2142,4
24,dia,PRON,O,5416,4
24,",",PUNCT,O,3948,4
24,meskipun,SCONJ,O,6755,4
24,Mahkamah,PROPN,B-ORG,4742,0
24,Konstitusi,PROPN,I-ORG,6409,3
24,telah,ADV,O,6837,4
24,memutuskan,VERB,O,1406,4
24,kartu,NOUN,O,8201,4
24,tanda,NOUN,O,1902,4
24,penduduk,NOUN,O,911,4
24,(KTP),PROPN,O,7720,4
24,atau,CCONJ,O,7860,4
24,paspor,NOUN,O,2662,4
24,bisa,ADV,O,1388,4
24,digunakan,VERB,O,2236,4
24,sebagai,ADP,O,6567,4
24,bukti,NOUN,O,5041,4
24,pemilih,NOUN,O,1167,4
24,",",PUNCT,O,3948,4
24,hal,NOUN,O,4196,4
24,itu,DET,O,7226,4
24,tidak,PART,O,6969,4
24,akan,ADV,O,2842,4
24,berpengaruh,VERB,O,2254,4
24,besar,ADJ,O,3036,4
24,terhadap,ADP,O,5775,4
24,kualitas,NOUN,O,135,4
24,pilpres,NOUN,O,3101,4
24,kali,NOUN,O,4457,4
24,ini,DET,O,3244,4
24,.,PUNCT,O,3266,4
25,Tenaga,NOUN,O,6611,4
25,kesehatan,NOUN,O,1484,4
25,asing,ADJ,O,4377,4
25,yang,PRON,O,4477,4
25,akan,ADV,O,2842,4
25,bekerja,VERB,O,3392,4
25,di,ADP,O,2096,4
25,Indonesia,PROPN,B-LOC,3518,1
25,harus,ADV,O,5244,4
25,mengantongi,VERB,O,1371,4
25,Surat,PROPN,O,2188,4
25,Tanda,PROPN,O,5576,4
25,Registrasi,PROPN,O,5908,4
25,(STR),PROPN,O,482,4
25,yang,PRON,O,4477,4
25,dikeluarkan,VERB,O,8190,4
25,oleh,ADP,O,3928,4
25,Konsil,PROPN,B-ORG,342,0
25,Kedokteran,PROPN,I-ORG,3889,3
25,untuk,ADP,O,7038,4
25,dokter,NOUN,O,821,4
25,atau,CCONJ,O,7860,4
25,perawat,NOUN,O,649,4
25,yang,PRON,O,4477,4
25,dikeluarkan,VERB,O,8190,4
25,oleh,ADP,O,3928,4
25,Majelis,PROPN,B-ORG,333,0
25,Tenaga,PROPN,I-ORG,6611,3
25,Kesehatan,PROPN,I-ORG,5300,3
25,Indonesia,PROPN,I-ORG,3518,3
25,.,PUNCT,O,3266,4
26,Namun,SCONJ,O,2640,4
26,hingga,ADP,O,2718,4
26,kemarin,NOUN,O,5317,4
26,",",PUNCT,O,3948,4
26,pendaftaran,NOUN,O,2679,4
26,capim,NOUN,O,1628,4
26,KPK,PROPN,B-ORG,6000,0
26,masih,ADV,O,3046,4
26,sepi,VERB,O,5325,4
26,peminat,NOUN,O,5037,4
26,.,PUNCT,O,3266,4
27,Tambahan,NOUN,O,985,4
27,anggaran,NOUN,O,6582,4
27,satu,DET,O,431,4
27,persen,NOUN,O,4501,4
27,dari,ADP,O,3594,4
27,PDB,PROPN,O,5219,4
27,hanya,ADV,O,3249,4
27,mendorong,VERB,O,5020,4
27,pertumbuhan,NOUN,O,35,4
27,nasional,ADJ,O,3541,4
27,sebesar,ADP,O,940,4
27,"0,17",NUM,O,7500,4
27,persen,NUM,O,4501,4
27,",",PUNCT,O,3948,4
27,sedangkan,SCONJ,O,3922,4
27,India,PROPN,B-LOC,4052,1
27,menembus,VERB,O,8451,4
27,angka,NOUN,O,4806,4
27,"0,28",NUM,O,7885,4
27,persen,NOUN,O,4501,4
27,dan,CCONJ,O,418,4
27,Tiongkok,PROPN,B-LOC,1956,1
27,"0,33",NUM,O,514,4
27,persen,NUM,O,4501,4
27,.,PUNCT,O,3266,4
28,Kemarin,PROPN,O,2411,4
28,",",PUNCT,O,3948,4
28,Presiden,PROPN,O,79,4
28,dan,CCONJ,O,418,4
28,Wapres,PROPN,O,4513,4
28,terus,ADV,O,4426,4
28,bekerja,VERB,O,3392,4
28,maraton,NOUN,O,1214,4
28,hingga,ADP,O,2718,4
28,tengah,NOUN,O,1304,4
28,malam,NOUN,O,3623,4
28,di,ADP,O,2096,4
28,Istana,PROPN,B-LOC,5682,1
28,Jogja,PROPN,I-LOC,3429,6
28,.,PUNCT,O,3266,4
28,Siang,PROPN,O,3165,4
28,ini,DET,O,3244,4
28,Presiden,PROPN,O,79,4
28,akan,ADV,O,2842,4
28,langsung,ADV,O,1552,4
28,bekerja,VERB,O,3392,4
28,untuk,ADP,O,7038,4
28,melanjutkan,VERB,O,1353,4
28,apa,PRON,O,3374,4
28,yang,PRON,O,4477,4
28,ia,PRON,O,865,4
28,belum,ADV,O,854,4
28,selesaikan,VERB,O,2359,4
28,",",PUNCT,O,3948,4
28,ujarnya,NOUN,O,5192,4
28,.,PUNCT,O,3266,4
29,Pasalnya,ADV,O,1176,4
29,",",PUNCT,O,3948,4
29,menurut,ADP,O,5332,4
29,Susno,PROPN,B-PER,1470,2
29,",",PUNCT,O,3948,4
29,kasus,NOUN,O,2361,4
29,senilai,ADP,O,2671,4
29,Rp,PROPN,O,6746,4
29,28,NUM,O,7928,4
29,miliar,NOUN,O,295,4
29,itu,DET,O,7226,4
29,dia,PRON,O,5416,4
29,yang,PRON,O,4477,4
29,mengungkapkan,VERB,O,3199,4
29,.,PUNCT,O,3266,4
30,Meski,SCONJ,O,3385,4
30,demikian,ADV,O,2985,4
30,",",PUNCT,O,3948,4
30,Ruhut,PROPN,B-PER,4745,2
30,mengatakan,VERB,O,2557,4
30,tak,PART,O,5631,4
30,ada,VERB,O,8499,4
30,masalah,NOUN,O,7569,4
30,hubungan,NOUN,O,2741,4
30,dirinya,PRON,O,7587,4
30,dengan,ADP,O,7841,4
30,Jokowi,PROPN,B-PER,8070,2
30,.,PUNCT,O,3266,4
31,Kecilnya,NOUN,O,4639,4
31,realisasi,NOUN,O,6789,4
31,produksi,NOUN,O,5024,4
31,karena,SCONJ,O,5360,4
31,briket,NOUN,O,1357,4
31,tidak,PART,O,6969,4
31,kompetitif,ADJ,O,3038,4
31,bila,SCONJ,O,5719,4
31,dibandingkan,VERB,O,1201,4
31,dengan,ADP,O,7841,4
31,minyak,NOUN,O,7621,4
31,tanah,NOUN,O,6762,4
31,yang,PRON,O,4477,4
31,masih,ADV,O,3046,4
31,disubsidi,PRON,O,7997,4
31,",",PUNCT,O,3948,4
31,katanya,NOUN,O,7009,4
31,.,PUNCT,O,3266,4
32,Jokowi,PROPN,B-PER,8070,2
32,memutuskan,VERB,O,1406,4
32,batal,NOUN,O,7736,4
32,melantik,VERB,O,1031,4
32,Komjen,PROPN,O,204,4
32,Budi,PROPN,B-PER,8061,2
32,Gunawan,PROPN,I-PER,2325,5
32,yang,PRON,O,4477,4
32,sudah,ADV,O,6496,4
32,mendapat,VERB,O,2769,4
32,persetujuan,NOUN,O,6509,4
32,DPR,PROPN,B-ORG,7747,0
32,untuk,ADP,O,7038,4
32,menjadi,VERB,O,1366,4
32,Kapolri,PROPN,O,7091,4
32,.,PUNCT,O,3266,4
33,Tentara,PROPN,O,4567,4
33,Jepang,PROPN,O,3344,4
33,mendatanginya,VERB,O,2530,4
33,",",PUNCT,O,3948,4
33,tapi,CCONJ,O,6125,4
33,Frans,PROPN,B-PER,6819,2
33,mengaku,VERB,O,945,4
33,negatif,ADJ,O,1779,4
33,foto,PROPN,O,5605,4
33,sudah,ADV,O,6496,4
33,diambil,VERB,O,6010,4
33,Barisan,PROPN,B-ORG,6554,0
33,Pelopor,PROPN,I-ORG,5974,3
33,.,PUNCT,O,3266,4
34,Dia,PRON,O,8294,4
34,mengingatkan,VERB,O,5508,4
34,agar,ADP,O,5147,4
34,warga,NOUN,O,6764,4
34,tidak,PART,O,6969,4
34,mudah,ADJ,O,4099,4
34,terbius,ADJ,O,6968,4
34,oleh,ADP,O,3928,4
34,gaya,NOUN,O,8008,4
34,kepemimpinan,NOUN,O,5813,4
34,Jokowi,PROPN,B-PER,8070,2
34,yang,PRON,O,4477,4
34,gemar,VERB,O,2839,4
34,blusukan,NOUN,O,8355,4
34,.,PUNCT,O,3266,4
35,Angka,PROPN,O,3913,4
35,itu,DET,O,7226,4
35,jauh,ADJ,O,5636,4
35,di,ADP,O,2096,4
35,bawah,NOUN,O,5408,4
35,negara-negara,NOUN,O,1211,4
35,lain,ADJ,O,2704,4
35,di,ADP,O,2096,4
35,Asia,PROPN,B-LOC,7378,1
35,Tenggara,PROPN,I-LOC,5824,6
35,seperti,ADP,O,637,4
35,Singapura,PROPN,B-LOC,841,1
35,90,NUM,O,259,4
35,persen,NUM,O,4501,4
35,",",PUNCT,O,3948,4
35,Malaysia,PROPN,B-LOC,4284,1
